person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24,male,Bachelor,43113,MORTGAGE,8000,EDUCATION,0.19,641,No,0
21,male,High School,30159,RENT,3200,DEBTCONSOLIDATION,0.11,502,Yes,0
26,male,Associate,43006,MORTGAGE,6000,VENTURE,0.14,635,Yes,0
24,male,Bachelor,31081,RENT,3200,DEBTCONSOLIDATION,0.1,633,No,1
25,female,Associate,34119,RENT,3200,VENTURE,0.09,690,No,0
22,female,Bachelor,34679,RENT,3200,EDUCATION,0.09,639,No,0
21,male,Bachelor,37107,RENT,3200,PERSONAL,0.09,692,Yes,0
25,female,Bachelor,36979,RENT,3200,MEDICAL,0.09,701,No,0
26,male,Master,37143,RENT,3200,DEBTCONSOLIDATION,0.09,633,No,0
21,female,High School,37045,RENT,3200,MEDICAL,0.09,642,No,0
25,female,High School,36764,RENT,3200,MEDICAL,0.09,630,Yes,0
24,female,Master,43249,MORTGAGE,2950,MEDICAL,0.07,618,No,0
23,female,High School,38298,RENT,3200,EDUCATION,0.08,690,No,0
23,female,Master,38443,RENT,3200,EDUCATION,0.08,690,Yes,0
22,male,High School,38406,RENT,3200,VENTURE,0.08,593,Yes,0
22,male,High School,38994,RENT,3200,PERSONAL,0.08,622,Yes,0
25,male,Master,40687,RENT,3200,MEDICAL,0.08,635,Yes,0
24,male,Master,35635,MORTGAGE,1450,PERSONAL,0.04,709,No,1
25,male,Associate,35631,RENT,3200,HOMEIMPROVEMENT,0.09,614,No,1
26,female,Master,42780,MORTGAGE,3000,VENTURE,0.07,688,No,0
22,male,High School,37248,RENT,3200,DEBTCONSOLIDATION,0.09,635,No,1
21,male,High School,37579,RENT,3200,DEBTCONSOLIDATION,0.09,574,No,1
22,male,High School,46057,RENT,3200,EDUCATION,0.07,613,Yes,0
26,male,Bachelor,46925,RENT,3200,PERSONAL,0.07,680,Yes,0
25,male,High School,40697,RENT,3200,HOMEIMPROVEMENT,0.08,539,No,1
24,female,High School,50896,RENT,3200,PERSONAL,0.06,534,No,0
22,female,Bachelor,52058,RENT,3200,EDUCATION,0.06,640,Yes,0
26,male,Master,52649,RENT,3200,EDUCATION,0.06,604,No,0
24,male,Bachelor,53840,RENT,3200,MEDICAL,0.06,647,Yes,0
22,male,Master,54475,RENT,3200,PERSONAL,0.06,674,No,0
21,male,High School,55215,RENT,3200,PERSONAL,0.06,660,No,0
22,female,Associate,42853,MORTGAGE,7500,EDUCATION,0.18,656,Yes,0
23,female,Master,55107,RENT,3200,VENTURE,0.06,587,Yes,0
26,female,Doctorate,35793,MORTGAGE,11200,HOMEIMPROVEMENT,0.31,708,No,1
25,male,Bachelor,51085,RENT,3200,MEDICAL,0.06,618,No,1
23,male,High School,60140,RENT,3200,MEDICAL,0.05,588,Yes,0
22,male,Associate,61083,RENT,3200,VENTURE,0.05,675,No,0
22,female,Bachelor,62202,RENT,3200,EDUCATION,0.05,594,Yes,0
23,male,Bachelor,43378,MORTGAGE,8400,EDUCATION,0.19,677,Yes,0
25,female,Master,58524,RENT,3200,EDUCATION,0.05,657,No,1
24,male,High School,66737,RENT,3200,DEBTCONSOLIDATION,0.05,629,No,0
23,male,Associate,43164,MORTGAGE,15000,EDUCATION,0.35,577,No,0
23,male,High School,42856,OTHER,12800,PERSONAL,0.3,545,No,1
26,male,Bachelor,66870,RENT,3200,EDUCATION,0.05,509,Yes,0
22,female,Master,42839,MORTGAGE,3500,EDUCATION,0.08,661,Yes,0
24,female,Master,70623,RENT,3200,VENTURE,0.05,662,Yes,0
22,male,High School,73084,RENT,3200,MEDICAL,0.04,593,Yes,0
22,female,Bachelor,65835,RENT,3200,HOMEIMPROVEMENT,0.05,680,No,1
24,female,Master,73188,RENT,3200,DEBTCONSOLIDATION,0.04,697,No,0
26,female,High School,74613,RENT,3200,PERSONAL,0.04,653,Yes,0
26,male,Associate,42968,MORTGAGE,5000,EDUCATION,0.12,641,Yes,0
26,male,Associate,78910,RENT,3200,DEBTCONSOLIDATION,0.04,591,No,0
24,female,High School,42776,MORTGAGE,13000,PERSONAL,0.3,595,Yes,0
24,female,High School,71559,RENT,3200,MEDICAL,0.04,648,No,1
24,female,High School,79415,RENT,3200,HOMEIMPROVEMENT,0.04,626,No,0
24,male,Associate,87110,RENT,3200,PERSONAL,0.04,591,Yes,0
22,male,Bachelor,90992,RENT,3200,EDUCATION,0.04,647,No,0
24,male,Bachelor,43100,OWN,3500,VENTURE,0.08,692,Yes,0
26,female,Bachelor,43181,MORTGAGE,6000,PERSONAL,0.14,528,Yes,0
25,male,Associate,94488,RENT,3200,HOMEIMPROVEMENT,0.03,651,No,0
24,female,High School,100266,RENT,3200,HOMEIMPROVEMENT,0.03,592,Yes,0
23,female,Master,94751,RENT,3200,EDUCATION,0.03,648,No,1
21,male,Bachelor,103186,RENT,3200,PERSONAL,0.03,636,Yes,0
25,male,High School,94354,RENT,3200,HOMEIMPROVEMENT,0.03,640,No,1
21,male,Associate,42587,MORTGAGE,4950,MEDICAL,0.12,669,Yes,0
22,male,Master,36267,OTHER,7500,DEBTCONSOLIDATION,0.21,611,No,1
22,male,Master,42822,MORTGAGE,7500,PERSONAL,0.18,703,Yes,0
22,male,High School,13178,RENT,3250,VENTURE,0.25,668,No,1
21,female,High School,15535,RENT,3250,HOMEIMPROVEMENT,0.21,671,No,1
21,female,High School,43107,MORTGAGE,800,VENTURE,0.02,609,Yes,0
22,male,Master,18155,RENT,3250,PERSONAL,0.18,603,No,1
24,male,High School,20315,RENT,3250,VENTURE,0.16,698,No,1
22,female,Master,21770,RENT,3250,DEBTCONSOLIDATION,0.15,594,No,1
23,female,High School,22510,RENT,3250,PERSONAL,0.14,619,No,1
23,male,Associate,22710,RENT,3250,VENTURE,0.14,655,No,1
25,female,High School,43160,MORTGAGE,5400,HOMEIMPROVEMENT,0.13,586,Yes,0
22,female,High School,43047,OWN,3000,VENTURE,0.07,555,No,0
22,male,High School,25541,RENT,3250,MEDICAL,0.13,664,No,1
24,male,High School,31255,RENT,3250,EDUCATION,0.1,671,No,0
22,male,Associate,43068,OWN,9000,VENTURE,0.21,643,No,0
26,female,Bachelor,34397,RENT,3250,HOMEIMPROVEMENT,0.09,631,No,1
24,female,Associate,43183,MORTGAGE,7000,EDUCATION,0.16,698,Yes,0
21,female,Associate,43159,OWN,1500,VENTURE,0.03,557,Yes,0
25,male,Bachelor,37243,RENT,3250,DEBTCONSOLIDATION,0.09,630,Yes,0
22,male,High School,43465,RENT,3250,EDUCATION,0.07,504,Yes,0
24,female,Master,47994,RENT,3250,DEBTCONSOLIDATION,0.07,635,No,1
21,female,Bachelor,42760,OWN,3000,EDUCATION,0.07,689,Yes,0
21,male,High School,35547,MORTGAGE,7400,EDUCATION,0.21,658,No,1
24,male,High School,42735,MORTGAGE,9600,PERSONAL,0.22,663,Yes,0
24,male,High School,43024,OWN,8000,DEBTCONSOLIDATION,0.19,631,Yes,0
22,female,High School,35918,RENT,3300,VENTURE,0.09,663,No,0
22,female,Master,43142,OWN,10000,MEDICAL,0.23,544,Yes,0
24,male,Bachelor,40536,RENT,3300,VENTURE,0.08,619,No,0
26,male,Master,41542,RENT,3300,MEDICAL,0.08,686,No,0
21,male,Associate,43227,MORTGAGE,3600,VENTURE,0.08,691,No,0
22,female,Bachelor,80082,RENT,3300,VENTURE,0.04,586,Yes,0
21,female,Bachelor,85302,RENT,3300,PERSONAL,0.04,578,Yes,0
21,male,Bachelor,109110,RENT,3300,VENTURE,0.03,631,No,0
24,female,Bachelor,42923,OTHER,18225,MEDICAL,0.42,699,No,1
25,male,Associate,45434,RENT,3325,VENTURE,0.07,607,No,0
22,male,Bachelor,42970,MORTGAGE,8400,VENTURE,0.2,675,Yes,0
24,male,Master,36543,RENT,3350,DEBTCONSOLIDATION,0.09,681,Yes,0
25,male,Master,44098,RENT,3350,PERSONAL,0.08,682,Yes,0
24,male,Bachelor,93646,RENT,3350,PERSONAL,0.04,619,Yes,0
21,male,Bachelor,40723,RENT,3375,VENTURE,0.08,637,Yes,0
25,male,Associate,14382,RENT,3400,MEDICAL,0.24,589,No,1
23,female,Associate,30002,RENT,3400,MEDICAL,0.11,680,Yes,0
22,female,Associate,35199,RENT,3400,EDUCATION,0.1,666,Yes,0
25,male,Bachelor,43531,MORTGAGE,1000,DEBTCONSOLIDATION,0.02,696,No,0
26,female,Master,35760,RENT,3400,HOMEIMPROVEMENT,0.1,607,No,1
23,male,Associate,49062,RENT,3400,VENTURE,0.07,526,Yes,0
23,male,High School,64320,RENT,3400,HOMEIMPROVEMENT,0.05,604,No,1
22,female,Bachelor,36053,MORTGAGE,12000,EDUCATION,0.33,685,No,1
23,female,Bachelor,43353,MORTGAGE,2100,EDUCATION,0.05,590,Yes,0
24,male,Associate,73196,RENT,3400,HOMEIMPROVEMENT,0.05,630,Yes,0
23,female,Associate,97282,RENT,3400,DEBTCONSOLIDATION,0.03,649,No,0
23,male,High School,43451,MORTGAGE,6500,EDUCATION,0.15,491,Yes,0
25,female,High School,36182,MORTGAGE,8875,PERSONAL,0.25,577,No,1
22,male,High School,43515,MORTGAGE,9600,EDUCATION,0.22,560,Yes,0
24,male,High School,138777,RENT,3400,MEDICAL,0.02,482,No,1
21,female,Associate,43575,MORTGAGE,12250,EDUCATION,0.28,636,Yes,0
25,male,Bachelor,43629,MORTGAGE,10000,MEDICAL,0.23,523,Yes,0
26,male,Bachelor,17602,RENT,3450,HOMEIMPROVEMENT,0.2,691,No,1
25,female,Associate,31128,RENT,3450,HOMEIMPROVEMENT,0.11,578,No,1
22,male,Master,15343,RENT,3500,EDUCATION,0.23,694,No,1
23,male,Associate,43687,MORTGAGE,5600,DEBTCONSOLIDATION,0.13,619,No,0
22,male,Associate,16281,RENT,3500,MEDICAL,0.21,589,No,1
21,female,Master,17383,RENT,3500,VENTURE,0.2,694,No,1
21,female,Associate,19902,RENT,3500,PERSONAL,0.18,570,No,1
21,male,Bachelor,36808,MORTGAGE,12000,MEDICAL,0.33,679,No,1
22,female,Master,21955,RENT,3500,EDUCATION,0.16,615,No,1
26,female,Associate,36439,MORTGAGE,12000,MEDICAL,0.33,661,No,1
22,female,High School,22854,RENT,3500,VENTURE,0.15,598,No,1
21,male,High School,23294,RENT,3500,MEDICAL,0.15,581,No,1
24,female,Bachelor,23740,RENT,3500,MEDICAL,0.15,641,No,1
22,male,High School,24992,RENT,3500,EDUCATION,0.14,637,No,0
25,male,Associate,24681,RENT,3500,VENTURE,0.14,549,Yes,0
23,male,Associate,43768,MORTGAGE,9000,EDUCATION,0.21,544,Yes,0
24,male,Bachelor,43626,MORTGAGE,14500,DEBTCONSOLIDATION,0.33,713,Yes,0
22,female,Bachelor,25155,RENT,3500,VENTURE,0.14,581,Yes,0
22,female,Master,43610,MORTGAGE,4000,EDUCATION,0.09,651,Yes,0
23,male,Bachelor,43398,MORTGAGE,3000,MEDICAL,0.07,618,Yes,0
22,male,Master,27003,RENT,3500,MEDICAL,0.13,676,No,1
21,female,Associate,26844,RENT,3500,DEBTCONSOLIDATION,0.13,627,Yes,0
22,male,Master,27852,RENT,3500,DEBTCONSOLIDATION,0.13,633,No,1
22,male,Bachelor,36382,MORTGAGE,5775,DEBTCONSOLIDATION,0.16,660,No,1
22,female,Master,28720,RENT,3500,DEBTCONSOLIDATION,0.12,554,Yes,0
24,female,High School,43742,MORTGAGE,10000,DEBTCONSOLIDATION,0.23,596,Yes,0
24,female,Associate,29625,RENT,3500,HOMEIMPROVEMENT,0.12,676,No,1
23,male,High School,43877,MORTGAGE,8700,EDUCATION,0.2,623,No,0
26,female,Bachelor,29636,RENT,3500,VENTURE,0.12,697,Yes,0
22,female,Associate,30407,RENT,3500,VENTURE,0.12,656,Yes,0
22,female,Bachelor,43900,MORTGAGE,6000,PERSONAL,0.14,611,Yes,0
23,male,Associate,31980,RENT,3500,DEBTCONSOLIDATION,0.11,644,No,0
22,female,Master,32600,RENT,3500,EDUCATION,0.11,552,No,0
21,male,High School,32599,RENT,3500,DEBTCONSOLIDATION,0.11,647,No,1
22,male,Bachelor,44309,MORTGAGE,11625,EDUCATION,0.26,593,Yes,0
25,male,Master,33983,RENT,3500,VENTURE,0.1,688,No,0
22,male,Bachelor,35605,RENT,3500,VENTURE,0.1,661,No,0
23,female,High School,44129,MORTGAGE,11300,EDUCATION,0.26,655,No,0
21,female,High School,37163,RENT,3500,PERSONAL,0.09,560,Yes,0
24,female,Associate,36858,RENT,3500,MEDICAL,0.09,498,Yes,0
22,male,Bachelor,37190,RENT,3500,VENTURE,0.09,591,No,1
22,male,Master,36652,RENT,3500,MEDICAL,0.1,557,Yes,0
22,female,Associate,44273,MORTGAGE,18500,PERSONAL,0.42,570,Yes,0
26,female,Bachelor,36621,RENT,3500,VENTURE,0.1,657,Yes,0
21,female,Associate,36677,RENT,3500,VENTURE,0.1,600,Yes,0
25,male,High School,38563,RENT,3500,MEDICAL,0.09,624,Yes,0
24,female,Associate,44529,MORTGAGE,5200,VENTURE,0.12,611,Yes,0
21,female,High School,40504,RENT,3500,MEDICAL,0.09,649,Yes,0
26,female,Associate,40393,RENT,3500,VENTURE,0.09,632,No,0
22,male,Bachelor,41769,RENT,3500,DEBTCONSOLIDATION,0.08,547,No,0
22,female,Bachelor,44187,MORTGAGE,12000,MEDICAL,0.27,666,No,0
25,male,Bachelor,44382,MORTGAGE,5100,MEDICAL,0.11,663,No,0
26,male,High School,42015,RENT,3500,MEDICAL,0.08,630,No,0
24,female,Bachelor,42722,RENT,3500,EDUCATION,0.08,619,Yes,0
21,male,High School,42659,RENT,3500,MEDICAL,0.08,629,Yes,0
24,female,Associate,44185,MORTGAGE,5600,VENTURE,0.13,661,Yes,0
25,female,Associate,42819,RENT,3500,PERSONAL,0.08,676,Yes,0
21,female,High School,43350,RENT,3500,DEBTCONSOLIDATION,0.08,676,Yes,0
21,male,Associate,43208,RENT,3500,EDUCATION,0.08,602,Yes,0
23,female,High School,43567,RENT,3500,EDUCATION,0.08,614,Yes,0
25,male,High School,44274,RENT,3500,VENTURE,0.08,649,Yes,0
21,male,Associate,43629,MORTGAGE,1000,MEDICAL,0.02,688,Yes,0
22,male,Bachelor,43964,MORTGAGE,5250,EDUCATION,0.12,563,Yes,0
23,male,Bachelor,36837,RENT,3500,MEDICAL,0.1,594,No,1
21,male,Associate,46804,RENT,3500,VENTURE,0.07,571,Yes,0
26,female,High School,43921,MORTGAGE,5175,PERSONAL,0.12,634,No,0
22,male,High School,46913,RENT,3500,EDUCATION,0.07,605,No,0
22,male,High School,47773,RENT,3500,MEDICAL,0.07,652,Yes,0
22,male,Master,48273,RENT,3500,VENTURE,0.07,643,Yes,0
24,male,Bachelor,48948,RENT,3500,EDUCATION,0.07,629,Yes,0
23,female,Associate,48791,RENT,3500,VENTURE,0.07,621,No,0
23,male,Bachelor,48998,RENT,3500,PERSONAL,0.07,667,Yes,0
24,female,Associate,48911,RENT,3500,VENTURE,0.07,664,Yes,0
24,female,Associate,43983,MORTGAGE,3600,PERSONAL,0.08,532,Yes,0
26,female,Associate,36977,MORTGAGE,8000,DEBTCONSOLIDATION,0.22,560,No,1
21,female,High School,50056,RENT,3500,EDUCATION,0.07,659,Yes,0
24,male,High School,44116,OWN,8000,PERSONAL,0.18,593,Yes,0
25,female,High School,51411,RENT,3500,VENTURE,0.07,640,Yes,0
23,male,Bachelor,37117,MORTGAGE,4800,DEBTCONSOLIDATION,0.13,638,No,1
26,male,Master,51158,RENT,3500,PERSONAL,0.07,613,No,0
21,female,Bachelor,51396,RENT,3500,DEBTCONSOLIDATION,0.07,567,Yes,0
22,male,Bachelor,44303,MORTGAGE,7275,MEDICAL,0.16,648,Yes,0
24,male,Bachelor,43980,MORTGAGE,14775,HOMEIMPROVEMENT,0.34,705,No,0
24,female,Associate,51334,RENT,3500,PERSONAL,0.07,643,Yes,0
26,male,Bachelor,44192,MORTGAGE,4000,PERSONAL,0.09,606,Yes,0
26,female,Associate,51672,RENT,3500,EDUCATION,0.07,596,Yes,0
21,male,High School,52052,RENT,3500,EDUCATION,0.07,678,Yes,0
22,male,High School,44448,MORTGAGE,1000,MEDICAL,0.02,530,Yes,0
24,female,Associate,53975,RENT,3500,EDUCATION,0.06,561,Yes,0
23,female,Master,54982,RENT,3500,EDUCATION,0.06,722,No,0
23,female,Master,47905,RENT,3500,EDUCATION,0.07,685,No,1
22,female,Bachelor,55019,RENT,3500,MEDICAL,0.06,651,No,0
25,male,Bachelor,37073,MORTGAGE,12000,HOMEIMPROVEMENT,0.32,653,No,1
25,male,Master,57321,RENT,3500,MEDICAL,0.06,610,Yes,0
25,male,Associate,44561,OWN,8400,MEDICAL,0.19,613,Yes,0
24,male,Associate,36936,MORTGAGE,10000,MEDICAL,0.27,632,No,1
25,female,Bachelor,44355,MORTGAGE,5600,MEDICAL,0.13,654,Yes,0
26,female,High School,43890,MORTGAGE,7000,PERSONAL,0.16,565,No,0
23,male,Associate,57931,RENT,3500,DEBTCONSOLIDATION,0.06,642,No,0
23,male,Bachelor,58225,RENT,3500,DEBTCONSOLIDATION,0.06,633,Yes,0
25,female,High School,58354,RENT,3500,DEBTCONSOLIDATION,0.06,641,Yes,0
23,female,High School,44334,MORTGAGE,2000,EDUCATION,0.05,673,Yes,0
23,female,Master,59425,RENT,3500,VENTURE,0.06,622,No,0
22,male,Associate,60898,RENT,3500,VENTURE,0.06,650,No,0
22,female,High School,44385,MORTGAGE,12375,EDUCATION,0.28,488,Yes,0
22,male,Bachelor,61400,RENT,3500,VENTURE,0.06,591,Yes,0
22,male,High School,63619,RENT,3500,PERSONAL,0.06,660,Yes,0
23,female,Associate,43779,MORTGAGE,11000,EDUCATION,0.25,683,No,0
24,female,Bachelor,55772,RENT,3500,PERSONAL,0.06,668,No,1
24,female,Bachelor,63883,RENT,3500,DEBTCONSOLIDATION,0.05,645,No,0
23,female,Associate,64343,RENT,3500,EDUCATION,0.05,496,Yes,0
23,female,High School,44260,MORTGAGE,14000,PERSONAL,0.32,612,Yes,0
25,male,Associate,65693,RENT,3500,HOMEIMPROVEMENT,0.05,619,No,0
21,female,Master,44361,MORTGAGE,2800,PERSONAL,0.06,616,Yes,0
21,male,Associate,36965,MORTGAGE,13250,HOMEIMPROVEMENT,0.36,634,No,1
24,male,Associate,66969,RENT,3500,DEBTCONSOLIDATION,0.05,610,No,0
22,female,Bachelor,66769,RENT,3500,MEDICAL,0.05,672,Yes,0
23,female,Bachelor,68075,RENT,3500,DEBTCONSOLIDATION,0.05,615,Yes,0
22,female,Bachelor,69655,RENT,3500,EDUCATION,0.05,686,Yes,0
26,male,Master,61948,RENT,3500,DEBTCONSOLIDATION,0.06,663,No,1
26,male,High School,70299,RENT,3500,HOMEIMPROVEMENT,0.05,626,Yes,0
24,male,Associate,71823,RENT,3500,MEDICAL,0.05,675,Yes,0
22,male,Master,72983,RENT,3500,VENTURE,0.05,642,Yes,0
22,male,High School,44046,MORTGAGE,5975,DEBTCONSOLIDATION,0.14,537,Yes,0
24,male,Master,72728,RENT,3500,EDUCATION,0.05,691,No,0
24,female,Bachelor,43804,OWN,6500,EDUCATION,0.15,581,Yes,0
23,female,High School,44335,MORTGAGE,7200,PERSONAL,0.16,561,No,0
21,male,High School,43980,MORTGAGE,4000,DEBTCONSOLIDATION,0.09,528,Yes,0
25,female,High School,44100,MORTGAGE,5300,MEDICAL,0.12,574,Yes,0
25,male,Master,68566,RENT,3500,DEBTCONSOLIDATION,0.05,708,No,1
22,male,Associate,44127,MORTGAGE,3500,MEDICAL,0.08,606,Yes,0
23,female,Master,77693,RENT,3500,EDUCATION,0.05,679,Yes,0
24,male,High School,78863,RENT,3500,EDUCATION,0.04,564,Yes,0
25,male,Bachelor,71752,RENT,3500,MEDICAL,0.05,640,No,1
23,female,Bachelor,44444,MORTGAGE,6400,DEBTCONSOLIDATION,0.14,602,Yes,0
23,female,Associate,37232,MORTGAGE,6725,HOMEIMPROVEMENT,0.18,655,No,1
25,female,Master,81000,RENT,3500,EDUCATION,0.04,679,No,0
23,female,High School,44208,MORTGAGE,5000,PERSONAL,0.11,649,Yes,0
24,male,Master,44056,MORTGAGE,3500,PERSONAL,0.08,637,No,0
23,male,Bachelor,85262,RENT,3500,EDUCATION,0.04,679,No,0
23,female,High School,78180,RENT,3500,DEBTCONSOLIDATION,0.04,628,No,1
23,male,Bachelor,89921,RENT,3500,EDUCATION,0.04,634,Yes,0
26,female,Associate,82431,RENT,3500,DEBTCONSOLIDATION,0.04,668,No,1
24,male,Bachelor,90351,RENT,3500,EDUCATION,0.04,582,Yes,0
23,female,High School,90841,RENT,3500,EDUCATION,0.04,609,Yes,0
22,male,Associate,90874,RENT,3500,EDUCATION,0.04,601,Yes,0
25,male,High School,93335,RENT,3500,DEBTCONSOLIDATION,0.04,608,No,0
23,female,High School,95029,RENT,3500,VENTURE,0.04,653,No,0
23,male,Associate,98132,RENT,3500,EDUCATION,0.04,545,Yes,0
25,male,Associate,101283,RENT,3500,HOMEIMPROVEMENT,0.03,715,Yes,0
24,female,High School,94536,RENT,3500,DEBTCONSOLIDATION,0.04,659,No,1
24,male,Associate,44417,MORTGAGE,7000,DEBTCONSOLIDATION,0.16,629,Yes,0
21,male,Bachelor,44469,MORTGAGE,4000,MEDICAL,0.09,601,Yes,0
23,female,Master,113944,RENT,3500,MEDICAL,0.03,582,Yes,0
23,male,Associate,118689,RENT,3500,DEBTCONSOLIDATION,0.03,609,Yes,0
21,female,High School,133300,RENT,3500,EDUCATION,0.03,629,Yes,0
23,male,Bachelor,32088,RENT,3525,MEDICAL,0.11,632,Yes,0
22,female,Master,44150,MORTGAGE,12000,EDUCATION,0.27,639,No,0
24,male,Associate,44234,RENT,3525,VENTURE,0.08,605,No,0
26,female,High School,54878,RENT,3575,MEDICAL,0.07,704,No,0
22,female,High School,13936,RENT,3600,VENTURE,0.26,600,No,1
21,male,Master,43861,OWN,11000,EDUCATION,0.25,664,No,0
25,male,Bachelor,15187,RENT,3600,DEBTCONSOLIDATION,0.24,620,No,1
21,female,Associate,15557,RENT,3600,DEBTCONSOLIDATION,0.23,637,No,1
22,male,High School,43994,OWN,7500,EDUCATION,0.17,499,Yes,0
26,male,Associate,44262,MORTGAGE,9000,VENTURE,0.2,555,Yes,0
23,female,Master,37480,MORTGAGE,2200,HOMEIMPROVEMENT,0.06,683,No,1
22,female,Master,44104,MORTGAGE,2000,PERSONAL,0.05,662,Yes,0
21,male,Bachelor,18995,RENT,3600,PERSONAL,0.19,666,No,1
23,male,Bachelor,44364,MORTGAGE,12000,VENTURE,0.27,694,Yes,0
22,female,High School,22492,RENT,3600,MEDICAL,0.16,505,No,1
22,female,Associate,22669,RENT,3600,HOMEIMPROVEMENT,0.16,509,No,1
22,male,Associate,23183,RENT,3600,EDUCATION,0.16,608,No,1
24,male,Bachelor,24882,RENT,3600,MEDICAL,0.14,684,No,0
25,female,Master,26900,RENT,3600,PERSONAL,0.13,663,No,0
24,female,High School,29876,RENT,3600,DEBTCONSOLIDATION,0.12,643,No,1
23,female,Associate,44404,MORTGAGE,4800,VENTURE,0.11,669,Yes,0
21,female,Bachelor,29713,RENT,3600,EDUCATION,0.12,591,Yes,0
26,female,Associate,29762,RENT,3600,MEDICAL,0.12,664,No,1
23,male,Bachelor,29937,RENT,3600,EDUCATION,0.12,596,No,1
21,female,High School,30888,RENT,3600,MEDICAL,0.12,561,No,1
21,female,Bachelor,32656,RENT,3600,DEBTCONSOLIDATION,0.11,684,Yes,0
26,male,Associate,36956,RENT,3600,MEDICAL,0.1,593,No,1
23,male,High School,36532,RENT,3600,PERSONAL,0.1,650,No,0
24,female,High School,37133,RENT,3600,PERSONAL,0.1,695,No,0
22,male,High School,36869,RENT,3600,DEBTCONSOLIDATION,0.1,632,Yes,0
24,male,High School,36845,RENT,3600,VENTURE,0.1,623,Yes,0
22,male,Bachelor,44020,MORTGAGE,7750,VENTURE,0.18,661,No,0
23,female,Bachelor,43715,MORTGAGE,15800,DEBTCONSOLIDATION,0.36,663,Yes,0
23,female,High School,36601,RENT,3600,PERSONAL,0.1,619,No,0
23,male,High School,37324,RENT,3600,VENTURE,0.1,583,Yes,0
22,male,High School,44257,MORTGAGE,1800,DEBTCONSOLIDATION,0.04,556,Yes,0
24,male,Master,44607,MORTGAGE,4800,PERSONAL,0.11,647,Yes,0
22,male,Bachelor,36917,RENT,3600,VENTURE,0.1,578,Yes,0
23,male,Bachelor,37169,RENT,3600,EDUCATION,0.1,693,Yes,0
22,female,Associate,44171,MORTGAGE,10000,DEBTCONSOLIDATION,0.23,604,Yes,0
22,male,Master,38286,RENT,3600,VENTURE,0.09,525,Yes,0
23,male,Bachelor,44171,OWN,1800,VENTURE,0.04,568,Yes,0
25,female,Bachelor,38514,RENT,3600,DEBTCONSOLIDATION,0.09,693,Yes,0
23,female,Bachelor,44255,OWN,14600,MEDICAL,0.33,621,Yes,0
23,male,Associate,44492,OWN,6000,EDUCATION,0.13,583,Yes,0
25,male,High School,39475,RENT,3600,PERSONAL,0.09,614,Yes,0
24,female,High School,39509,RENT,3600,MEDICAL,0.09,629,Yes,0
23,female,High School,39168,RENT,3600,PERSONAL,0.09,468,Yes,0
25,female,High School,40489,RENT,3600,MEDICAL,0.09,622,No,1
22,male,Master,42767,RENT,3600,PERSONAL,0.08,592,No,0
22,female,Master,44075,MORTGAGE,12000,PERSONAL,0.27,490,Yes,0
25,female,High School,44441,RENT,3600,EDUCATION,0.08,571,Yes,0
22,male,Bachelor,44281,RENT,3600,EDUCATION,0.08,657,Yes,0
25,female,High School,44060,MORTGAGE,6000,PERSONAL,0.14,601,Yes,0
22,male,High School,44127,RENT,3600,PERSONAL,0.08,576,Yes,0
24,male,Bachelor,44228,RENT,3600,DEBTCONSOLIDATION,0.08,578,Yes,0
26,male,High School,43777,MORTGAGE,10000,PERSONAL,0.23,703,No,0
23,female,Associate,36441,MORTGAGE,4000,MEDICAL,0.11,585,No,1
22,male,Bachelor,45293,RENT,3600,EDUCATION,0.08,625,No,0
23,female,High School,44116,OWN,18000,VENTURE,0.41,619,Yes,0
22,female,Bachelor,47024,RENT,3600,DEBTCONSOLIDATION,0.08,604,Yes,0
23,female,High School,47198,RENT,3600,DEBTCONSOLIDATION,0.08,606,No,0
24,female,High School,43803,MORTGAGE,3250,VENTURE,0.07,568,Yes,0
24,female,High School,44213,MORTGAGE,8000,MEDICAL,0.18,587,No,0
22,female,Associate,44209,OWN,12000,EDUCATION,0.27,641,No,0
22,female,Associate,44345,MORTGAGE,1400,PERSONAL,0.03,582,No,0
26,female,Associate,44196,MORTGAGE,4000,PERSONAL,0.09,666,No,0
25,male,High School,41537,RENT,3600,HOMEIMPROVEMENT,0.09,664,No,1
23,male,Bachelor,48784,RENT,3600,DEBTCONSOLIDATION,0.07,594,No,0
22,male,High School,44111,MORTGAGE,4500,MEDICAL,0.1,548,No,0
24,male,Bachelor,48761,RENT,3600,MEDICAL,0.07,610,Yes,0
25,male,Associate,44453,MORTGAGE,4800,VENTURE,0.11,661,No,0
21,female,High School,49193,RENT,3600,MEDICAL,0.07,528,Yes,0
26,male,Bachelor,44222,MORTGAGE,5400,HOMEIMPROVEMENT,0.12,549,No,0
25,female,Bachelor,44397,MORTGAGE,9000,DEBTCONSOLIDATION,0.2,479,Yes,0
23,male,High School,44149,MORTGAGE,4800,VENTURE,0.11,642,Yes,0
24,male,Associate,49513,RENT,3600,EDUCATION,0.07,633,Yes,0
23,female,Master,44180,OWN,8500,EDUCATION,0.19,635,No,0
22,female,High School,48988,RENT,3600,PERSONAL,0.07,622,Yes,0
24,male,Associate,49052,RENT,3600,DEBTCONSOLIDATION,0.07,629,Yes,0
